Workbook,Date,0,1,2,3,4,5
C:\Users\vuongns\Downloads\test_tcb\tcb20200106.csv,06/01/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,"USD, (1,2)",22575,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô la Mỹ),22575,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,"USD, (5,10,20)",22675,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô la Mỹ),22675,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,"USD,50-100",23095,23115,23235,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô la Mỹ),23095,23115,23235,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,JPY,210.42,211.67,217.67,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá đồng Yên Nhật),210.42,211.67,217.67,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,AUD,15572,15812,16312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô Úc),15572,15812,16312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,CAD,17462,17682,18183,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô Canada),17462,17682,18183,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,GBP,29977,30316,30920,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Bảng Anh),29977,30316,30920,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,CHF,23472,23711,24214,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Franc Thụy Sĩ),23472,23711,24214,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,SGD,16875,17043,17445,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô Singapore),16875,17043,17445,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,EUR,25459,25767,26469,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Euro),25459,25767,26469,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,CNY,-,3281,3412,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3281,3412,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,HKD,-,2851,3051,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Đô Hồng Kông),-,2851,3051,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,THB,738,744,884,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá Bat Thái Lan),738,744,884,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,MYR,-,5592,5745,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(tỷ giá tiền Malaysia),-,5592,5745,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23174,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22479,23869,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,3,,23118,23246,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,7,,23123,23261,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,30,,23148,23345,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,90,,23215,23564,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,180,,23314,23894,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,360,,23520,24571,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,Tỷ giá vàng,4370000,,4407000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,0-Jan-00,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,LIBOR USD (%năm):,0,0,0.00000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,LIBOR EUR (%năm):,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,Tỷ giá được cập nhật lúc 07/01/2020 04:08 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/01/2020 04:08 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/01/2020 04:08 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/01/2020 04:08 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200107.csv,07/01/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,"USD, (1,2)",22574,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô la Mỹ),22574,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,"USD, (5,10,20)",22674,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô la Mỹ),22674,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,"USD,50-100",23094,23114,23234,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô la Mỹ),23094,23114,23234,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,JPY,210.39,211.64,217.64,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá đồng Yên Nhật),210.39,211.64,217.64,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,AUD,15485,15723,16225,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô Úc),15485,15723,16225,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,CAD,17405,17622,18122,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô Canada),17405,17622,18122,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,GBP,29889,30226,30828,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Bảng Anh),29889,30226,30828,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,CHF,23413,23651,24154,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Franc Thụy Sĩ),23413,23651,24154,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,SGD,16844,17012,17413,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô Singapore),16844,17012,17413,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,EUR,25334,25640,26340,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Euro),25334,25640,26340,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,CNY,-,3277,3408,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3277,3408,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,HKD,-,2850,3050,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Đô Hồng Kông),-,2850,3050,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,THB,734,739,880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá Bat Thái Lan),734,739,880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,MYR,-,5578,5729,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(tỷ giá tiền Malaysia),-,5578,5729,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23165,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22470,23860,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,3,,23117,23245,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,7,,23122,23260,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,30,,23147,23344,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,90,,23214,23563,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,180,,23313,23893,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,360,,23518,24570,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,Tỷ giá vàng,4415000,,4467000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,8-Jan-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,LIBOR USD (%năm):,1.87225,1.89425,1.95488,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,LIBOR EUR (%năm):,-0.41714,-0.37229,-0.27029,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,Tỷ giá được cập nhật lúc 08/01/2020 04:30 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/01/2020 04:30 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/01/2020 04:30 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/01/2020 04:30 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200108.csv,08/01/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,"USD, (1,2)",22574,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô la Mỹ),22574,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,"USD, (5,10,20)",22674,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô la Mỹ),22674,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,"USD,50-100",23094,23114,23234,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô la Mỹ),23094,23114,23234,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,JPY,208.69,209.91,215.93,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá đồng Yên Nhật),208.69,209.91,215.93,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,AUD,15478,15716,16216,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô Úc),15478,15716,16216,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,CAD,17348,17563,18065,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô Canada),17348,17563,18065,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,GBP,29774,30110,30713,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Bảng Anh),29774,30110,30713,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,CHF,23356,23593,24095,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Franc Thụy Sĩ),23356,23593,24095,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,SGD,16838,17006,17407,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô Singapore),16838,17006,17407,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,EUR,25300,25606,26306,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Euro),25300,25606,26306,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,CNY,-,3283,3414,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3283,3414,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,HKD,-,2852,3052,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Đô Hồng Kông),-,2852,3052,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,THB,734,739,880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá Bat Thái Lan),734,739,880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,MYR,-,5595,5749,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(tỷ giá tiền Malaysia),-,5595,5749,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23173,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22478,23868,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,3,,23117,23245,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,7,,23122,23260,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,30,,23147,23344,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,90,,23214,23563,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,180,,23313,23893,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,360,,23518,24570,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,Tỷ giá vàng,4295000,,4347000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,9-Jan-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,LIBOR USD (%năm):,1.878,1.8805,1.95450,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,LIBOR EUR (%năm):,-0.42471,-0.37814,-0.27286,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,Tỷ giá được cập nhật lúc 09/01/2020 03:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 09/01/2020 03:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 09/01/2020 03:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 09/01/2020 03:52 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200109.csv,09/01/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,"USD, (1,2)",22575,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô la Mỹ),22575,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,"USD, (5,10,20)",22675,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô la Mỹ),22675,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,"USD,50-100",23095,23115,23235,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô la Mỹ),23095,23115,23235,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,JPY,208.28,209.49,215.51,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá đồng Yên Nhật),208.28,209.49,215.51,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,AUD,15488,15726,16228,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô Úc),15488,15726,16228,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,CAD,17314,17529,18030,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô Canada),17314,17529,18030,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,GBP,29689,30024,30626,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Bảng Anh),29689,30024,30626,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,CHF,23350,23586,24089,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Franc Thụy Sĩ),23350,23586,24089,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,SGD,16848,17015,17417,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô Singapore),16848,17015,17417,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,EUR,25262,25567,26267,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Euro),25262,25567,26267,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,CNY,-,3285,3416,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3285,3416,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,HKD,-,2854,3054,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Đô Hồng Kông),-,2854,3054,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,THB,736,741,881,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá Bat Thái Lan),736,741,881,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,MYR,-,5610,5763,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(tỷ giá tiền Malaysia),-,5610,5763,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23166,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22471,23861,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,3,,23118,23246,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,7,,23123,23261,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,30,,23148,23345,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,90,,23215,23564,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,180,,23314,23894,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,360,,23520,24571,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,Tỷ giá vàng,4280000,,4327000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,10-Jan-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,LIBOR USD (%năm):,1.834,1.87438,1.95113,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,LIBOR EUR (%năm):,-0.41643,-0.371,-0.276,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,Tỷ giá được cập nhật lúc 10/01/2020 04:17 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/01/2020 04:17 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/01/2020 04:17 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/01/2020 04:17 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200110.csv,10/01/2020,(Nguồn từ Bloomberg),,,,,
